ID,NCS_fs1,NCS_fs2,OGM_om_sed_frac,PHY_mpb,BIV_suspfeeder
179,0.4,0.5,0.06,20,0
180,0.4,0.5,0.06,20,0
181,0.4,0.5,0.06,20,0
182,0.4,0.5,0.06,20,0
183,0.4,0.5,0.06,20,0
184,0.4,0.5,0.06,20,0
185,0.4,0.5,0.06,20,0
186,0.4,0.5,0.06,20,0
187,0.4,0.5,0.06,20,0
188,0.4,0.5,0.06,20,0
189,0.4,0.5,0.06,20,0
190,0.4,0.5,0.06,20,0
191,0.4,0.5,0.06,20,0
192,0.4,0.5,0.06,20,0
193,0.4,0.5,0.06,20,0
194,0.4,0.5,0.06,20,0
195,0.4,0.5,0.06,20,0
196,0.4,0.5,0.06,20,0
197,0.4,0.5,0.06,20,0
198,0.4,0.5,0.06,20,0
199,0.4,0.5,0.06,20,0
200,0.4,0.95,0.038,20,0
201,0.4,0.5,0.06,20,0
202,0.4,0.5,0.06,20,0
203,0.4,0.5,0.06,20,0
204,0.4,0.5,0.06,20,0
205,0.4,0.5,0.06,20,0
206,0.4,0.95,0.038,20,0
207,0.4,0.95,0.038,20,0
208,0.4,0.5,0.06,20,0
209,0.4,0.5,0.06,20,0
210,0.4,0.5,0.06,20,0
211,0.4,0.5,0.06,20,0
212,0.4,0.5,0.06,20,0
213,0.4,0.5,0.06,20,0
214,0.4,0.5,0.06,20,0
215,0.4,0.5,0.06,20,0
216,0.4,0.5,0.06,20,0
217,0.4,0.95,0.038,20,0
218,0.4,0.5,0.06,20,0
219,0.4,0.5,0.06,20,0
220,0.4,0.95,0.038,20,0
221,0.4,0.95,0.038,20,0
222,0.4,0.95,0.038,20,0
223,0.4,0.95,0.038,20,0
224,0.4,0.95,0.038,20,0
225,0.4,0.95,0.038,20,0
226,0.4,0.95,0.038,20,0
227,0.4,0.95,0.038,20,0
228,0.4,0.5,0.06,20,0
229,0.4,0.95,0.038,20,0
230,0.4,0.5,0.06,20,0
231,0.4,0.5,0.06,20,0
232,0.4,0.5,0.06,20,0
233,0.4,0.5,0.06,20,0
234,0.4,0.5,0.06,20,0
235,0.4,0.5,0.06,20,0
236,0.4,0.95,0.038,20,0
237,0.4,0.5,0.06,20,0
238,0.4,0.5,0.06,20,0
239,0.4,0.5,0.06,20,0
240,0.4,0.5,0.06,20,0
241,0.4,0.5,0.06,20,0
242,0.4,0.5,0.06,20,0
243,0.4,0.5,0.06,20,0
244,0.4,0.5,0.06,20,0
245,0.4,0.95,0.038,20,0
246,0.4,0.5,0.06,20,0
247,0.4,0.95,0.038,20,0
248,0.4,0.5,0.06,20,0
249,0.4,0.5,0.06,20,0
250,0.4,0.95,0.038,20,0
251,0.4,0.95,0.038,20,0
252,0.4,0.95,0.038,20,0
253,0.4,0.95,0.038,20,0
254,0.4,0.95,0.038,20,0
255,0.4,0.95,0.038,20,0
256,0.4,0.5,0.06,20,0
257,0.4,0.95,0.038,20,0
258,0.4,0.95,0.038,20,0
259,0.4,0.5,0.06,20,0
260,0.4,0.5,0.06,20,0
261,0.4,0.5,0.06,20,0
262,0.4,0.5,0.06,20,0
263,0.4,0.5,0.06,20,0
264,0.4,0.5,0.06,20,0
265,0.4,0.5,0.06,20,0
266,0.4,0.5,0.06,20,0
267,0.4,0.5,0.06,20,0
268,0.4,0.5,0.06,20,0
269,0.4,0.5,0.06,20,0
270,0.4,0.5,0.06,20,0
271,0.4,0.5,0.06,20,0
272,0.4,0.5,0.06,20,0
273,0.4,0.5,0.06,20,0
274,0.4,0.5,0.06,20,0
275,0.4,0.5,0.06,20,0
276,0.4,0.5,0.06,20,0
277,0.4,0.5,0.06,20,0
278,0.4,0.5,0.06,20,0
279,0.4,0.5,0.06,20,0
280,0.4,0.5,0.06,20,0
281,0.4,0.95,0.038,20,0
282,0.4,0.5,0.06,20,0
283,0.4,0.5,0.06,20,0
284,0.4,0.5,0.06,20,0
285,0.4,0.95,0.038,20,0
286,0.4,0.5,0.06,20,0
287,0.4,0.5,0.06,20,0
288,0.4,0.5,0.06,20,0
289,0.4,0.5,0.06,20,0
290,0.4,0.5,0.06,20,0
291,0.4,0.95,0.038,20,0
292,0.4,0.5,0.06,20,0
293,0.4,0.5,0.06,20,0
294,0.4,0.5,0.06,20,0
295,0.4,0.5,0.06,20,0
296,0.4,0.5,0.06,20,0
297,0.4,0.5,0.06,20,0
298,0.4,0.5,0.06,20,0
299,0.4,0.5,0.06,20,0
300,0.4,0.5,0.06,20,0
301,0.4,0.5,0.06,20,0
302,0.4,0.5,0.06,20,0
303,0.4,0.5,0.06,20,0
304,0.4,0.5,0.06,20,0
305,0.4,0.95,0.038,20,0
306,0.4,0.5,0.06,20,0
307,0.4,0.5,0.06,20,0
308,0.4,0.5,0.06,20,0
309,0.4,0.5,0.06,20,0
310,0.4,0.5,0.06,20,0
311,0.4,0.5,0.06,20,0
312,0.4,0.5,0.06,20,0
313,0.4,0.5,0.06,20,0
314,0.4,0.5,0.06,20,0
315,0.4,0.5,0.06,20,0
316,0.4,0.5,0.06,20,0
317,0.4,0.5,0.06,20,0
318,0.4,0.95,0.038,20,0
319,0.4,0.5,0.06,20,0
320,0.4,0.5,0.06,20,0
321,0.4,0.5,0.06,20,0
322,0.4,0.5,0.06,20,0
323,0.4,0.95,0.038,20,0
324,0.4,0.5,0.06,20,0
325,0.4,0.5,0.06,20,0
326,0.4,0.5,0.06,20,0
327,0.4,0.5,0.06,20,0
328,0.4,0.5,0.06,20,0
329,0.4,0.5,0.06,20,0
330,0.4,0.5,0.06,20,0
331,0.4,0.5,0.06,20,0
332,0.4,0.5,0.06,20,0
333,0.4,0.5,0.06,20,0
334,0.4,0.5,0.06,20,0
335,0.4,0.5,0.06,20,0
336,0.4,0.5,0.06,20,0
337,0.4,0.95,0.038,20,0
338,0.4,0.5,0.06,20,0
339,0.4,0.5,0.06,20,0
340,0.4,0.5,0.06,20,0
341,0.4,0.5,0.06,20,0
342,0.4,0.5,0.06,20,0
343,0.4,0.5,0.06,20,0
344,0.4,0.5,0.06,20,0
345,0.4,0.5,0.06,20,0
346,0.4,0.5,0.06,20,0
347,0.4,0.95,0.038,20,0
348,0.4,0.95,0.038,20,0
349,0.4,0.5,0.06,20,0
350,0.4,0.5,0.06,20,0
351,0.4,0.5,0.06,20,0
352,0.4,0.5,0.06,20,0
353,0.4,0.5,0.06,20,0
354,0.4,0.5,0.06,20,0
355,0.4,0.5,0.06,20,0
356,0.4,0.5,0.06,20,0
357,0.4,0.5,0.06,20,0
358,0.4,0.5,0.06,20,0
359,0.4,0.5,0.06,20,0
360,0.4,0.5,0.06,20,0
361,0.4,0.5,0.06,20,0
362,0.4,0.5,0.06,20,0
363,0.4,0.5,0.06,20,0
364,0.4,0.5,0.06,20,0
365,0.4,0.5,0.06,20,0
366,0.4,0.95,0.038,20,0
367,0.4,0.95,0.038,20,0
368,0.4,0.5,0.06,20,0
369,0.4,0.95,0.038,20,0
370,0.4,0.5,0.06,20,0
371,0.4,0.5,0.06,20,0
372,0.4,0.5,0.06,20,0
373,0.4,0.5,0.06,20,0
374,0.4,0.5,0.06,20,0
375,0.4,0.5,0.06,20,0
376,0.4,0.5,0.06,20,0
377,0.4,0.5,0.06,20,0
378,0.4,0.5,0.06,20,0
379,0.4,0.5,0.06,20,0
380,0.4,0.5,0.06,20,0
381,0.4,0.5,0.06,20,0
382,0.4,0.5,0.06,20,0
383,0.4,0.5,0.06,20,0
384,0.4,0.5,0.06,20,0
385,0.4,0.5,0.06,20,0
386,0.4,0.5,0.06,20,0
387,0.4,0.5,0.06,20,0
388,0.4,0.5,0.06,20,0
389,0.4,0.5,0.06,20,0
390,0.4,0.5,0.06,20,0
391,0.4,0.5,0.06,20,0
392,0.4,0.5,0.06,20,0
393,0.4,0.5,0.06,20,0
394,0.4,0.5,0.06,20,0
395,0.4,0.5,0.06,20,0
396,0.4,0.5,0.06,20,0
397,0.4,0.5,0.06,20,0
398,0.4,0.5,0.06,20,0
399,0.4,0.5,0.06,20,0
400,0.4,0.5,0.06,20,0
401,0.4,0.5,0.06,20,0
402,0.4,0.5,0.06,20,0
403,0.4,0.5,0.06,20,0
404,0.4,0.95,0.038,20,0
405,0.4,0.95,0.038,20,0
406,0.4,0.95,0.038,20,0
407,0.4,0.95,0.038,20,0
408,0.4,0.5,0.06,20,0
409,0.4,0.5,0.06,20,0
410,0.4,0.5,0.06,20,0
411,0.4,0.5,0.06,20,0
412,0.4,0.95,0.038,20,0
413,0.4,0.95,0.038,20,0
414,0.4,0.5,0.06,20,0
415,0.4,0.5,0.06,20,0
416,0.4,0.95,0.038,20,0
417,0.4,0.95,0.038,20,0
418,0.4,0.5,0.06,20,0
419,0.4,0.5,0.06,20,0
420,0.4,0.5,0.06,20,0
421,0.4,0.5,0.06,20,0
422,0.4,0.5,0.06,20,0
423,0.4,0.5,0.06,20,0
424,0.4,0.5,0.06,20,0
425,0.4,0.5,0.06,20,0
426,0.4,0.5,0.06,20,0
427,0.4,0.5,0.06,20,0
428,0.4,0.5,0.06,20,0
429,0.4,0.5,0.06,20,0
430,0.4,0.5,0.06,20,0
431,0.4,0.5,0.06,20,0
432,0.4,0.5,0.06,20,0
433,0.4,0.5,0.06,20,0
434,0.4,0.5,0.06,20,0
435,0.4,0.5,0.06,20,0
436,0.4,0.5,0.06,20,0
437,0.4,0.95,0.038,20,0
438,0.4,0.95,0.038,20,0
439,0.4,0.95,0.038,20,0
440,0.4,0.5,0.06,20,0
441,0.4,0.5,0.06,20,0
442,0.4,0.5,0.06,20,0
443,0.4,0.95,0.038,20,0
444,0.4,0.5,0.06,20,0
445,0.4,0.5,0.06,20,0
446,0.4,0.95,0.038,20,0
447,0.4,0.95,0.038,20,0
448,0.4,0.95,0.038,20,0
449,0.4,0.5,0.06,20,0
450,0.4,0.5,0.06,20,0
451,0.4,0.5,0.06,20,0
452,0.4,0.5,0.06,20,0
453,0.4,0.5,0.06,20,0
454,0.4,0.5,0.06,20,0
455,0.4,0.5,0.06,20,0
456,0.4,0.5,0.06,20,0
457,0.4,0.5,0.06,20,0
458,0.4,0.5,0.06,20,0
459,0.4,0.5,0.06,20,0
460,0.4,0.5,0.06,20,0
461,0.4,0.5,0.06,20,0
462,0.4,0.5,0.06,20,0
463,0.4,0.5,0.06,20,0
464,0.4,0.5,0.06,20,0
465,0.4,0.5,0.06,20,0
466,0.4,0.5,0.06,20,0
467,0.4,0.5,0.06,20,0
468,0.4,0.5,0.06,20,0
469,0.4,0.5,0.06,20,0
470,0.4,0.5,0.06,20,0
471,0.4,0.5,0.06,20,0
472,0.4,0.5,0.06,20,0
473,0.4,0.95,0.038,20,0
474,0.4,0.95,0.038,20,0
475,0.4,0.95,0.038,20,0
476,0.4,0.5,0.06,20,0
477,0.4,0.5,0.06,20,0
478,0.4,0.5,0.06,20,0
479,0.4,0.5,0.06,20,0
480,0.4,0.5,0.06,20,0
481,0.4,0.5,0.06,20,0
482,0.4,0.5,0.06,20,0
483,0.4,0.5,0.06,20,0
484,0.4,0.5,0.06,20,0
485,0.4,0.5,0.06,20,0
486,0.4,0.5,0.06,20,0
487,0.4,0.5,0.06,20,0
488,0.4,0.5,0.06,20,0
489,0.4,0.5,0.06,20,0
490,0.4,0.5,0.06,20,0
491,0.4,0.5,0.06,20,0
492,0.4,0.5,0.06,20,0
493,0.4,0.5,0.06,20,0
494,0.4,0.5,0.06,20,0
495,0.4,0.5,0.06,20,0
496,0.4,0.5,0.06,20,0
497,0.4,0.5,0.06,20,0
498,0.4,0.5,0.06,20,0
499,0.4,0.95,0.038,20,0
500,0.4,0.95,0.038,20,0
501,0.4,0.95,0.038,20,0
502,0.4,0.5,0.06,20,0
503,0.4,0.5,0.06,20,0
504,0.4,0.5,0.06,20,0
505,0.4,0.5,0.06,20,0
506,0.4,0.5,0.06,20,0
507,0.4,0.5,0.06,20,0
508,0.4,0.5,0.06,20,0
509,0.4,0.5,0.06,20,0
510,0.4,0.5,0.06,20,0
511,0.4,0.5,0.06,20,0
512,0.4,0.5,0.06,20,0
513,0.4,0.5,0.06,20,0
514,0.4,0.5,0.06,20,0
515,0.4,0.5,0.06,20,0
516,0.4,0.95,0.038,20,0
517,0.4,0.95,0.038,20,0
518,0.4,0.95,0.038,20,0
519,0.4,0.95,0.038,20,0
520,0.4,0.5,0.06,20,0
521,0.4,0.5,0.06,20,0
522,0.4,0.95,0.038,20,0
523,0.4,0.95,0.038,20,0
524,0.4,0.5,0.06,20,0
525,0.4,0.5,0.06,20,0
526,0.4,0.5,0.06,20,0
527,0.4,0.5,0.06,20,0
528,0.4,0.5,0.06,20,0
529,0.4,0.5,0.06,20,0
530,0.4,0.5,0.06,20,0
531,0.4,0.5,0.06,20,0
532,0.4,0.5,0.06,20,0
533,0.4,0.5,0.06,20,0
534,0.4,0.5,0.06,20,0
535,0.4,0.5,0.06,20,0
536,0.4,0.5,0.06,20,0
537,0.4,0.5,0.06,20,0
538,0.4,0.95,0.038,20,0
539,0.4,0.95,0.038,20,0
540,0.4,0.5,0.06,20,0
541,0.4,0.5,0.06,20,0
542,0.4,0.5,0.06,20,0
543,0.4,0.5,0.06,20,0
544,0.4,0.95,0.038,20,0
545,0.4,0.5,0.06,20,0
546,0.4,0.5,0.06,20,0
547,0.4,0.5,0.06,20,0
548,0.4,0.5,0.06,20,0
549,0.4,0.5,0.06,20,0
550,0.4,0.5,0.06,20,0
551,0.4,0.5,0.06,20,0
552,0.4,0.5,0.06,20,0
553,0.4,0.5,0.06,20,0
554,0.4,0.5,0.06,20,0
555,0.4,0.5,0.06,20,0
556,0.4,0.5,0.06,20,0
557,0.4,0.5,0.06,20,0
558,0.4,0.95,0.038,20,0
559,0.4,0.5,0.06,20,0
560,0.4,0.5,0.06,20,0
561,0.4,0.95,0.038,20,0
562,0.4,0.95,0.038,20,0
563,0.4,0.5,0.06,20,0
564,0.4,0.5,0.06,20,0
565,0.4,0.5,0.06,20,0
566,0.4,0.5,0.06,20,0
567,0.4,0.5,0.06,20,0
568,0.4,0.5,0.06,20,0
569,0.4,0.5,0.06,20,0
570,0.4,0.5,0.06,20,0
571,0.4,0.5,0.06,20,0
572,0.4,0.5,0.06,20,0
573,0.4,0.5,0.06,20,0
574,0.4,0.5,0.06,20,0
575,0.4,0.5,0.06,20,0
576,0.4,0.5,0.06,20,0
577,0.4,0.5,0.06,20,0
578,0.4,0.95,0.038,20,0
579,0.4,0.95,0.038,20,0
580,0.4,0.95,0.038,20,0
581,0.4,0.5,0.06,20,0
582,0.4,0.5,0.06,20,0
583,0.4,0.95,0.038,20,0
584,0.4,0.95,0.038,20,0
585,0.4,0.95,0.038,20,0
586,0.4,0.95,0.038,20,0
587,0.4,0.95,0.038,20,0
588,0.4,0.95,0.038,20,0
589,0.4,0.5,0.06,20,0
590,0.4,0.5,0.06,20,0
591,0.4,0.5,0.06,20,0
592,0.4,0.5,0.06,20,0
593,0.4,0.5,0.06,20,0
594,0.4,0.5,0.06,20,0
595,0.4,0.5,0.06,20,0
596,0.4,0.5,0.06,20,0
597,0.4,0.5,0.06,20,0
598,0.4,0.5,0.06,20,0
599,0.4,0.5,0.06,20,0
600,0.4,0.5,0.06,20,0
601,0.4,0.5,0.06,20,0
602,0.4,0.5,0.06,20,0
603,0.4,0.5,0.06,20,0
604,0.4,0.5,0.06,20,0
605,0.4,0.5,0.06,20,0
606,0.4,0.5,0.06,20,0
607,0.4,0.5,0.06,20,0
608,0.4,0.95,0.038,20,0
609,0.4,0.95,0.038,20,0
610,0.4,0.95,0.038,20,0
611,0.4,0.95,0.038,20,0
612,0.4,0.5,0.06,20,0
613,0.4,0.95,0.038,20,0
614,0.4,0.95,0.038,20,0
615,0.4,0.5,0.06,20,0
616,0.4,0.95,0.038,20,0
617,0.4,0.95,0.038,20,0
618,0.4,0.95,0.038,20,0
619,0.4,0.95,0.038,20,0
620,0.4,0.5,0.06,20,0
621,0.4,0.5,0.06,20,0
622,0.4,0.5,0.06,20,0
623,0.4,0.5,0.06,20,0
624,0.4,0.5,0.06,20,0
625,0.4,0.5,0.06,20,0
626,0.4,0.5,0.06,20,0
627,0.4,0.5,0.06,20,0
628,0.4,0.5,0.06,20,0
629,0.4,0.5,0.06,20,0
630,0.4,0.5,0.06,20,0
631,0.4,0.95,0.038,20,0
632,0.4,0.5,0.06,20,0
633,0.4,0.95,0.038,20,0
634,0.4,0.95,0.038,20,0
635,0.4,0.95,0.038,20,0
636,0.4,0.95,0.038,20,0
637,0.4,0.95,0.038,20,0
638,0.4,0.95,0.038,20,0
639,0.4,0.95,0.038,20,0
640,0.4,0.95,0.038,20,0
641,0.4,0.95,0.038,20,0
642,0.4,0.95,0.038,20,0
643,0.4,0.95,0.038,20,0
644,0.4,0.5,0.06,20,0
645,0.4,0.95,0.038,20,0
646,0.4,0.5,0.06,20,0
647,0.4,0.95,0.038,20,0
648,0.4,0.5,0.06,20,0
649,0.4,0.95,0.038,20,0
650,0.4,0.5,0.06,20,0
651,0.4,0.5,0.06,20,0
652,0.4,0.5,0.06,20,0
653,0.4,0.5,0.06,20,0
654,0.4,0.5,0.06,20,0
655,0.4,0.5,0.06,20,0
656,0.4,0.5,0.06,20,0
657,0.4,0.5,0.06,20,0
658,0.4,0.5,0.06,20,0
659,0.4,0.5,0.06,20,0
660,0.4,0.5,0.06,20,0
661,0.4,0.95,0.038,20,0
662,0.4,0.95,0.038,20,0
663,0.4,0.95,0.038,20,0
664,0.4,0.95,0.038,20,0
665,0.4,0.5,0.06,20,0
666,0.4,0.95,0.038,20,0
667,0.4,0.95,0.038,20,0
668,0.4,0.95,0.038,20,0
669,0.4,0.95,0.038,20,0
670,0.4,0.95,0.038,20,0
671,0.4,0.95,0.038,20,0
672,0.4,0.95,0.038,20,0
673,0.4,0.5,0.06,20,0
674,0.4,0.5,0.06,20,0
675,0.4,0.5,0.06,20,0
676,0.4,0.95,0.038,20,0
677,0.4,0.95,0.038,20,0
678,0.4,0.95,0.038,20,0
679,0.4,0.95,0.038,20,0
680,0.4,0.95,0.038,20,0
681,0.4,0.5,0.06,20,0
682,0.4,0.5,0.06,20,0
683,0.4,0.5,0.06,20,0
684,0.4,0.5,0.06,20,0
685,0.4,0.5,0.06,20,0
686,0.4,0.5,0.06,20,0
687,0.4,0.5,0.06,20,0
688,0.4,0.5,0.06,20,0
689,0.4,0.5,0.06,20,0
690,0.4,0.95,0.038,20,0
691,0.4,0.95,0.038,20,0
692,0.4,0.95,0.038,20,0
693,0.4,0.95,0.038,20,0
694,0.4,0.95,0.038,20,0
695,0.4,0.95,0.038,20,0
696,0.4,0.95,0.038,20,0
697,0.4,0.5,0.06,20,0
698,0.4,0.5,0.06,20,0
699,0.4,0.5,0.06,20,0
700,0.4,0.5,0.06,20,0
701,0.4,0.5,0.06,20,0
702,0.4,0.95,0.038,20,0
703,0.4,0.5,0.06,20,0
704,0.4,0.5,0.06,20,0
705,0.4,0.95,0.038,20,0
706,0.4,0.5,0.06,20,0
707,0.4,0.5,0.06,20,0
708,0.4,0.5,0.06,20,0
709,0.4,0.5,0.06,20,0
710,0.4,0.5,0.06,20,0
711,0.4,0.5,0.06,20,0
712,0.4,0.5,0.06,20,0
713,0.4,0.5,0.06,20,0
714,0.4,0.5,0.06,20,0
715,0.4,0.5,0.06,20,0
716,0.4,0.5,0.06,20,0
717,0.4,0.5,0.06,20,0
718,0.4,0.5,0.06,20,0
719,0.4,0.95,0.038,20,0
720,0.4,0.95,0.038,20,0
721,0.4,0.5,0.06,20,0
722,0.4,0.5,0.06,20,0
723,0.4,0.5,0.06,20,0
724,0.4,0.5,0.06,20,0
725,0.4,0.5,0.06,20,0
726,0.4,0.5,0.06,20,0
727,0.4,0.5,0.06,20,0
728,0.4,0.5,0.06,20,0
729,0.4,0.95,0.038,20,0
730,0.4,0.95,0.038,20,0
731,0.4,0.5,0.06,20,0
732,0.4,0.5,0.06,20,0
733,0.4,0.5,0.06,20,0
734,0.4,0.5,0.06,20,0
735,0.4,0.5,0.06,20,0
736,0.4,0.5,0.06,20,0
737,0.4,0.5,0.06,20,0
738,0.4,0.5,0.06,20,0
739,0.4,0.5,0.06,20,0
740,0.4,0.5,0.06,20,0
741,0.4,0.95,0.038,20,0
742,0.4,0.95,0.038,20,0
743,0.4,0.5,0.06,20,0
744,0.4,0.5,0.06,20,0
745,0.4,0.5,0.06,20,0
746,0.4,0.5,0.06,20,0
747,0.4,0.5,0.06,20,0
748,0.4,0.5,0.06,20,0
749,0.4,0.95,0.038,20,0
750,0.4,0.95,0.038,20,0
751,0.4,0.5,0.06,20,0
752,0.4,0.95,0.038,20,0
753,0.4,0.95,0.038,20,0
754,0.4,0.5,0.06,20,0
755,0.4,0.5,0.06,20,0
756,0.4,0.5,0.06,20,0
757,0.4,0.5,0.06,20,0
758,0.4,0.5,0.06,20,0
759,0.4,0.95,0.038,20,0
760,0.4,0.95,0.038,20,0
761,0.4,0.95,0.038,20,0
762,0.4,0.5,0.06,20,0
763,0.4,0.5,0.06,20,0
764,0.4,0.5,0.06,20,0
765,0.4,0.5,0.06,20,0
766,0.4,0.5,0.06,20,0
767,0.4,0.5,0.06,20,0
768,0.4,0.5,0.06,20,0
769,0.4,0.5,0.06,20,0
770,0.4,0.5,0.06,20,0
771,0.4,0.5,0.06,20,0
772,0.4,0.5,0.06,20,0
